project;mergecommit;leftcommit;basecommit;rightcommit;ssmergeconfs;ssmergeloc;ssmergerenamingconfs;ssmergedeletionconfs;ssmergeinnerdeletionconfs;ssmergetaeconfs;ssmergenereoconfs;ssmergeinitlblocksconfs;ssmergeacidentalconfs;unmergeconfs;unmergeloc;unmergetime;ssmergetime;unmergeduplicateddeclarationerrors;unmergeorderingconfs;equalconfs
https://github.com/voldemort/voldemort;a349dc2661b083652183c2d54eeee838d39135c2;b91a29fff;befe9666c36200b21d1f96ba820c400773bd4749;5df0a7217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;e70d73e5e101553d1bd3e086b1277ca700e12559;1a8ec6cf8;5df0a7217acd5dbff7708b9c4415f43996aab508;7cb86243b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;23a3888e1b40ec25b39c7bc2741b8047e6ee374e;09650cfa8;12c75d0516ac95e922987d7a601d72446c5755f0;979c12864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;0f8e0836957e523c72214dd962f9e184ae159955;567c1b5e7;11aa21a7a399a90fcfcad1b5cddefeae1f36cbda;602eca2c0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;fbc95de4c2cd6413fb235285a7063b1df00ce48e;cc042a44e;602eca2c07c20c0f7e5afec6bc16da6069b9b827;6971600bc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;1b9b249f43bd90caefed24c393ace6c086b72ddf;18435529d;979c128646bcdb5638fe91b1ce78a6a348e94496;6971600bc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;5983d90dda6ab2b389b37338b16a1cedc2ad5f71;e02140187;9c03afbbd7779644b359496607e5e5fa498ddcfc;6971600bc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;b7b34ff36dfb5ed189ac5eeb00f61dc0bc85f970;37fa55483;6971600bc9963426d4d78fd4be4b02e148fd0359;3e8ced618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;869c49d8e9f1fe370119a87a4a6a1b88a5384828;21928d3cf;979c128646bcdb5638fe91b1ce78a6a348e94496;18435529d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;4e03afb1b6d71015cc48409ecdc04737110f92dc;b510f99c8;3e8ced6181080c11f5273ae26764333c4e3c2183;1eebbbb07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;2672d7afbbb54c246de9999c147747e88d7a0afe;73bf0467a;6971600bc9963426d4d78fd4be4b02e148fd0359;1eebbbb07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/voldemort/voldemort;901c5342a3bebf314672c821e9e7bede2ac15b94;88da71441;6971600bc9963426d4d78fd4be4b02e148fd0359;2672d7afb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
