project;mergecommit;leftcommit;basecommit;rightcommit;ssmergeconfs;ssmergeloc;ssmergerenamingconfs;ssmergedeletionconfs;ssmergeinnerdeletionconfs;ssmergetaeconfs;ssmergenereoconfs;ssmergeinitlblocksconfs;ssmergeacidentalconfs;unmergeconfs;unmergeloc;unmergetime;ssmergetime;unmergeduplicateddeclarationerrors;unmergeorderingconfs;equalconfs
https://github.com/osmandapp/Osmand;a15b45f8de43cf8261e939c005df947a63c36fcc;147342c34b;ad1547828927111d760359e0e650abf15080eea3;74ff66a585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;d2182d273b8fc7d8cd54974406b9acfff2374411;927fc63db1;b2bf8fbb46e0b5c4f930236fe3086e34283524b3;dea9ca3407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;46c7769ca4acd7a60605df786403b55e6e851c9f;6b1edfac11;a7caa6caeef012dd2bfd33ae895274484f87b66c;77786427cd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;93312e5e79a7220137983e6d238a419331f9a3d1;08860cdc26;1fb99684eae969052e85585010172e3b722795e7;27370fc12b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;6df0671597a18bc9ffcd822fe1d551c83ca052ad;e0c2c8eecc;93312e5e79a7220137983e6d238a419331f9a3d1;db325c2ce3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;be89dc00f5b7f019bbba807c2e909b21ec579293;9664043bb9;d8d456900eeb69fd3e8f5a99002628ac765051bb;96c92549ea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;02c29936587fb0f56a42c18a613e099a6494468f;312c840448;312c840448c78bb176a9c7ac59a260c5a8f88827;debaae23d0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;b7704ee4f7af8031c0a80bb08e22ae29e73837d8;02c2993658;312c840448c78bb176a9c7ac59a260c5a8f88827;2ea6bfb234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;01aaec7913f5ddee2b75199379faf3319569eeb3;b7704ee4f7;be89dc00f5b7f019bbba807c2e909b21ec579293;247c7ffae0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/osmandapp/Osmand;9e545f212a8add0acc033024cec5e554ed7e7baf;7d5cfeb0ce;312c840448c78bb176a9c7ac59a260c5a8f88827;ee727a7b8c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
