project;mergecommit;leftcommit;basecommit;rightcommit;ssmergeconfs;ssmergeloc;ssmergerenamingconfs;ssmergedeletionconfs;ssmergeinnerdeletionconfs;ssmergetaeconfs;ssmergenereoconfs;ssmergeinitlblocksconfs;ssmergeacidentalconfs;unmergeconfs;unmergeloc;unmergetime;ssmergetime;unmergeduplicateddeclarationerrors;unmergeorderingconfs;equalconfs
https://github.com/apache/cassandra;7528f0bbfa28f26ef6e40b9751205d72a4152a22;cf1a65498b;4876e559173dd86191e616ef31aa0e29ca661b95;228d11eae7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;0e041099dc75111693a9799874823cd06b0bf0e6;228d11eae7;228d11eae70a5d82dcaa5b445c496dc6ff970b20;dcb5c280d2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;726dd793749090406ff07c1a460e883c39f664a7;dcb5c280d2;dcb5c280d2cd0ff4b7df8ce203cc3ccaca4429cc;54c1675263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;83342bad271588be1b74bab0f941162bed1a63ab;726dd79374;54c16752634a72df2a2feb183749b782cf9a28f2;83586696d4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;f0487eb0c568acc409a4908dca8a0790dca7ad4d;83342bad27;83586696d469ea374fb1d6348846d524dfc59e21;e0e39fb801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;ba3dad854a394e587ee8044e15b921ff5b785866;5897c089df;e0e39fb8014198c5dc487d451cde0f4fc541a840;80f2ca7f56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;bd6dab10ae2f2c9e5d73bf3f66162e28d545d2ec;ba3dad854a;80f2ca7f56269f1e49337475e54e02b80141d791;3be62c5dda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;1953535c352a580e43516b16134fd2e9b8adca40;bd6dab10ae;3be62c5ddaa330be97c718ac1d4cae0029bdcf81;6b14e599c7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;4c0077cdf5c7cb0b91a76349fb6a244a3a6cba75;15da7af65f;6b14e599c7a1129bd5ddcbd201182083059ab866;d3ec319f9f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;51d6ebdcc956d9fdac4fb4b76c310f825b874060;4c0077cdf5;d3ec319f9fecaeaeda4cdbd8dc58f33f9f6fe5e5;7e982eba1f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;2424eddd792e09d954665d1b84e2ecd541f8c57b;51d6ebdcc9;7e982eba1fedc3713349bd765e6112f6d0fa1707;a38a398d84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;94580c3dc0e7c3e68a815ec380fabb3cf5117bb2;05331936ba;a38a398d849c3143249ca3a0a718e61be803e293;886de85378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;5ea60a80ca1c741f9e45a3f18c7a462a47a667eb;08af7aca1c;886de85378bd1f682c250911e8c2e97b72b91229;e58f6e5211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;d6ac0ba8fcd29f0186aa02dddfe5ae7969a4918c;5ea60a80ca;e58f6e521141d52d00133aaab6ac224cafc7dc92;91a4751f71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
https://github.com/apache/cassandra;a28059c35436ad8455c311ce23526ee6ecd73836;d6ac0ba8fc;91a4751f716c90651b3121d88186b89b2d3509b5;505c0e6e86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
